Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
4,8,5,1941,3,54,34,422,N
11,17,4,1030,12,169,13,377,N
8,16,3,1316,10,213,11,157,N
5,11,3,1758,9,34,11,1745,N
12,22,4,1700,9,3,51,1337,Y
4,29,6,1312,3,87,37,250,Y
5,5,5,1511,10,1,0,1068,N
8,25,5,1102,10,34,102,209,N
8,24,3,1752,21,53,32,100,N
8,10,3,1944,1,21,50,994,N
12,24,6,1325,0,23,82,409,Y
10,3,2,845,4,42,57,925,N
7,31,1,724,1,10,31,256,N
8,2,2,635,4,138,39,838,N
10,17,1,645,4,42,47,842,N
2,8,2,1548,10,23,6,264,N
5,17,2,1319,1,1,51,366,N
5,22,7,1603,12,0,129,151,Y
3,12,7,1805,14,2,51,130,Y
8,27,7,1258,4,1,1,834,N
11,29,2,1623,9,23,138,843,N
4,10,7,2057,20,0,97,432,N
7,10,7,1443,10,17,11,599,N
7,28,5,755,6,132,13,1572,N
12,9,5,755,20,0,57,581,N
5,24,2,1812,18,10,27,1671,N
4,6,4,1006,19,90,48,1182,N
7,20,4,1127,1,1,29,267,N
12,29,5,729,5,151,16,282,N
10,15,7,814,1,72,17,1009,N
1,17,1,729,2,51,50,1117,N
3,24,5,833,3,23,3,491,N
6,25,7,1250,4,97,31,365,N
10,6,5,1805,20,86,127,787,N
4,24,7,2000,9,23,26,1781,N
3,23,4,1930,4,56,127,842,Y
12,4,7,1740,4,76,8,687,Y
7,12,2,2138,0,12,29,1302,Y
11,3,5,1620,5,7,5,1020,Y
3,2,3,1743,7,82,43,614,N
5,2,1,1410,9,25,60,853,N
11,12,6,1258,3,52,34,298,N
2,10,4,1610,0,12,28,1205,Y
2,23,3,1241,18,10,14,1671,N
5,31,2,1507,13,19,67,383,N
11,30,3,1331,0,41,0,460,N
3,21,2,1620,4,4,38,632,N
11,14,2,2144,14,19,100,515,N
12,4,1,1249,0,23,29,678,N
11,1,3,649,1,9,51,644,Y
5,29,1,1542,9,37,60,495,N
5,30,2,1558,1,45,5,185,N
1,13,4,2009,3,34,28,36,N
6,5,1,1147,11,51,18,140,N
4,14,4,1619,11,60,61,1086,N
1,3,2,920,4,4,144,570,Y
6,6,2,1513,9,23,24,1739,N
6,5,7,1156,2,51,132,192,N
7,23,6,1441,5,11,27,1750,N
2,1,2,1701,5,66,5,501,N
6,28,2,658,6,0,35,745,N
6,30,4,827,10,67,38,227,N
1,6,4,719,19,39,57,1069,Y
6,1,4,1855,4,54,31,345,N
5,11,3,2114,1,17,64,644,N
10,15,6,1037,15,3,79,1224,N
2,18,6,1429,4,42,36,328,N
9,2,5,1432,21,53,134,102,N
2,12,7,1425,12,133,13,164,N
1,23,7,713,9,40,60,649,N
2,23,4,643,3,137,34,541,N
12,26,1,1549,6,86,13,403,Y
6,23,4,2252,7,82,25,497,N
8,17,3,620,15,46,60,794,N
12,5,1,1416,10,12,93,237,N
11,3,5,1336,3,23,22,717,Y
10,3,2,935,11,128,12,2007,N
6,29,4,1118,5,7,121,1175,N
8,23,2,1719,6,0,39,590,N
2,2,3,1128,10,23,63,157,N
9,7,3,939,3,34,55,109,N
8,31,3,2143,0,12,80,569,N
4,18,1,1533,6,0,137,321,N
3,20,7,705,5,149,16,1175,N
4,22,5,908,0,23,55,1723,N
8,19,6,1253,3,13,11,299,N
3,28,2,1106,2,84,35,284,N
10,24,1,1430,4,22,91,239,N
4,16,6,1249,7,82,41,1024,N
10,31,2,1529,10,12,191,164,N
8,15,1,611,19,19,179,2277,N
4,22,5,1513,10,5,11,491,N
10,12,4,707,3,142,11,109,N
10,15,7,1700,3,3,139,589,Y
10,17,2,1710,2,79,12,262,N
4,16,6,701,2,136,35,194,N
3,1,3,1921,8,32,9,697,N
9,23,5,1635,19,39,68,2576,N
2,24,5,1254,9,3,35,1605,Y
6,9,5,1557,3,203,37,199,N
4,7,4,1420,4,35,73,361,N
9,21,3,602,6,45,13,946,N
9,20,3,2030,19,68,88,2602,N
12,26,2,900,3,75,34,865,N
2,12,6,1917,6,82,111,413,N
5,25,4,1105,3,3,62,525,N
8,7,7,606,13,19,88,413,N
1,22,7,1454,4,11,17,256,Y
3,28,1,2055,3,16,112,410,Y
4,19,2,1528,0,23,17,1440,N
7,31,1,2135,12,0,132,552,Y
3,6,7,1632,0,67,0,1192,N
7,23,6,1944,8,30,55,1050,N
12,30,5,1102,10,12,202,695,N
6,8,3,1707,18,11,28,226,N
12,27,2,1740,0,23,35,719,N
3,14,2,1322,5,7,36,1116,N
12,30,6,1323,0,12,29,1302,Y
9,23,5,600,4,54,31,345,N
6,23,5,1321,7,27,6,585,N
4,4,1,1228,6,67,5,214,N
5,20,6,1550,3,40,60,649,N
3,31,4,2125,4,4,8,251,N
7,22,6,1731,15,86,60,1545,Y
7,23,6,1158,9,23,9,1721,N
12,3,7,1602,1,27,105,214,N
7,14,5,1757,2,135,12,376,N
3,6,7,955,8,72,10,569,N
8,27,7,1936,14,17,14,346,N
1,22,7,1203,10,45,38,612,N
6,9,5,931,6,59,13,272,N
9,1,4,828,0,54,0,1345,N
1,13,5,1654,8,35,28,371,N
8,5,5,1400,20,12,31,1055,N
4,12,3,1530,4,42,47,842,N
3,22,3,1955,4,11,107,223,N
1,16,7,1039,0,12,60,641,N
12,4,7,638,18,8,17,325,N
2,27,7,1548,6,19,34,1827,Y
10,30,1,1409,6,0,97,432,N
12,22,4,929,1,17,64,644,N
8,1,1,1300,4,81,103,223,N
12,29,4,1253,18,11,17,256,N
3,30,4,1424,6,12,34,988,N
5,8,7,1159,18,10,2,1737,N
6,12,7,828,6,16,20,590,N
11,14,2,950,14,10,130,110,N
6,23,5,1719,10,23,97,177,N
12,18,7,2235,9,86,11,1005,Y
2,6,7,1321,6,0,43,270,N
1,8,7,650,21,121,21,102,N
2,13,1,1334,0,12,29,1302,N
3,25,6,2035,4,56,39,997,Y
6,27,2,1300,0,104,0,551,N
5,9,1,1235,2,60,103,1092,N
7,26,2,1752,4,35,24,543,N
1,1,7,1805,6,2,6,390,N
11,16,4,1040,7,9,6,661,N
6,4,7,1057,6,0,28,1919,N
11,14,1,920,20,0,29,665,N
6,18,7,1458,0,23,1,1005,Y
3,31,4,1558,11,51,2,1091,Y
8,29,2,1802,14,228,60,212,N
9,22,5,625,0,27,8,887,N
12,27,3,2113,20,0,71,669,N
5,7,7,951,1,67,5,214,N
4,28,4,1704,9,34,60,862,N
2,19,7,1317,20,0,127,576,N
4,3,7,1408,6,84,13,1027,N
3,29,3,648,7,42,88,370,N
5,17,2,1735,3,5,60,872,N
9,26,1,1945,4,143,47,1034,Y
12,2,5,1755,4,55,133,471,Y
8,4,4,1914,0,12,11,802,N
3,11,5,2051,17,27,39,725,Y
9,14,3,624,3,141,37,158,N
3,17,5,2054,3,16,245,223,N
10,9,7,1756,5,66,0,987,Y
1,2,1,915,12,0,166,272,Y
5,12,5,1040,10,12,137,733,N
2,25,5,1817,21,91,21,100,N
12,19,1,1851,8,30,179,965,N
12,6,3,1758,2,60,111,278,Y
8,9,3,1040,21,53,81,163,N
6,2,4,1026,2,51,18,140,N
5,18,4,1507,11,34,2,2053,N
9,14,3,1344,5,5,41,625,N
9,25,7,1012,9,23,21,4243,N
12,1,5,1535,3,28,162,329,N
12,1,4,1658,10,213,11,157,N
8,19,5,1655,20,94,5,396,Y
3,10,5,746,1,17,17,1774,N
10,24,2,1256,5,7,138,1092,N
4,22,6,1419,2,44,12,201,N
7,6,4,1441,20,0,38,356,Y
5,2,1,2141,6,0,25,259,N
3,4,5,1430,7,82,61,948,Y
1,10,1,1859,3,28,34,599,Y
7,3,1,1550,7,2,6,390,N
9,29,5,720,11,60,52,282,N
3,21,1,752,2,147,12,828,Y
9,27,3,2008,2,60,27,487,Y
11,7,1,1749,15,3,37,967,N
12,3,7,828,6,7,13,906,N
10,15,6,1235,4,35,17,646,N
4,6,3,1558,6,0,11,606,N
1,21,6,1850,15,106,60,895,N
4,29,5,1614,6,82,60,1069,N
2,1,3,1549,10,32,55,417,Y
1,8,6,1832,12,58,13,350,Y
6,9,5,609,8,34,9,954,N
4,9,7,1901,5,66,13,594,N
8,22,2,1859,19,60,1,938,Y
4,12,3,1031,3,203,37,199,N
1,23,1,1709,10,2,105,227,Y
11,7,1,702,2,108,12,772,N
1,16,7,1313,3,16,80,493,N
10,1,7,1401,21,121,21,102,N
6,10,6,1737,0,60,20,2454,N
1,6,4,1259,5,7,135,223,N
10,12,3,2222,3,16,59,217,N
5,9,2,1730,14,216,17,160,N
6,23,5,2156,3,30,121,224,N
6,23,5,644,2,42,2,314,N
2,6,1,1435,7,82,144,396,N
9,2,5,845,4,10,127,1999,N
7,30,6,1139,19,3,48,1626,Y
7,19,2,2030,4,30,68,671,Y
4,23,6,2031,9,3,26,910,N
8,31,4,2129,6,27,13,761,Y
11,29,3,1718,15,66,60,1123,Y
12,24,6,1758,3,41,11,403,N
9,14,4,746,10,23,139,299,N
1,31,2,1915,4,32,42,188,N
4,6,4,1310,4,3,17,602,N
1,3,1,2130,3,63,34,588,Y
4,4,2,2047,3,63,20,36,N
2,11,6,945,12,129,13,589,N
6,13,1,1847,2,60,8,872,N
9,23,5,2028,10,23,2,316,N
5,1,7,1749,8,30,10,697,N
12,13,3,1818,12,136,13,793,Y
5,4,3,1108,3,11,34,368,N
1,5,4,1035,11,0,12,689,Y
9,20,3,628,2,15,2,435,N
2,24,4,1025,4,16,127,1864,N
11,28,2,621,0,7,61,1501,N
3,9,4,1947,2,60,50,319,Y
5,8,1,1135,4,10,34,507,N
9,28,3,2247,0,12,41,247,Y
4,14,5,2108,5,66,138,609,N
1,27,5,1044,6,82,57,932,N
7,6,4,1014,3,92,11,316,Y
9,14,4,1003,9,23,68,1835,N
10,10,1,1720,9,23,80,1118,N
9,20,2,829,1,56,51,508,N
4,17,7,1037,0,23,130,1437,Y
11,30,3,627,1,45,5,185,Y
11,14,1,720,5,51,27,1076,N
8,12,6,1038,6,113,13,270,N
7,5,3,1050,12,0,213,1638,Y
3,12,7,1609,0,97,11,1437,Y
12,2,5,658,6,86,20,2217,N
12,8,4,710,6,19,34,1827,N
2,17,4,1104,18,10,24,1009,N
9,24,7,1727,9,19,37,2419,N
5,11,4,945,14,50,17,872,Y
3,7,1,1444,10,67,88,399,N
2,24,5,1622,4,64,80,277,N
12,20,3,1613,4,20,73,389,N
12,23,5,549,5,40,16,1142,N
10,2,1,1634,4,35,107,325,N
9,8,5,738,6,86,34,1929,N
5,24,2,1717,9,138,11,843,N
9,13,2,1550,10,42,88,370,N
5,18,3,1527,0,12,18,190,N
3,17,4,1127,5,7,194,1013,N
3,21,2,1400,4,40,68,511,N
1,19,4,1907,9,34,37,337,N
12,13,2,1801,2,51,131,1269,N
5,29,1,947,11,45,2,563,N
11,27,1,1738,6,47,13,665,N
9,27,2,1305,4,21,29,992,N
12,11,1,1829,8,72,37,550,N
9,17,7,1111,6,0,14,446,N
1,8,6,1915,11,51,1,853,Y
9,5,1,938,9,23,50,412,N
3,10,5,1450,10,96,0,190,N
3,15,2,1510,4,11,92,2237,N
2,26,7,750,12,93,13,302,N
4,27,4,931,11,51,20,1379,N
3,7,1,1510,10,23,165,196,N
1,30,7,645,4,54,17,601,N
2,9,3,1706,11,92,20,2053,N
10,11,2,1333,20,0,47,406,Y
5,16,2,1238,20,101,1,1033,N
1,1,6,535,12,92,13,554,N
8,2,2,600,4,35,20,337,N
8,23,2,1611,1,47,47,920,Y
12,20,2,1306,3,140,20,86,N
7,20,3,1741,3,34,130,451,N
10,23,1,1930,7,82,138,741,N
9,27,3,1423,3,3,194,679,N
8,28,7,1135,4,11,29,2176,N
3,18,5,1948,3,171,34,200,N
1,10,1,912,9,3,26,910,Y
12,18,1,1046,11,51,61,964,N
9,30,6,800,3,23,94,654,N
1,25,2,1852,20,2,13,356,N
10,12,3,1250,4,42,103,967,N
10,16,7,2042,11,53,20,2556,N
4,27,3,1435,7,42,48,184,N
4,5,3,1034,11,51,61,964,N
3,16,3,1815,4,4,68,1844,N
2,3,4,1139,0,0,0,732,N
4,20,4,1546,6,60,13,745,N
8,6,6,2021,18,11,20,236,N
12,15,5,1609,4,86,39,989,N
3,23,4,1149,0,34,18,1242,Y
4,28,5,1614,10,181,11,240,N
11,30,4,1605,9,23,127,622,Y
10,4,3,917,2,281,12,79,Y
11,13,1,723,11,90,12,305,N
11,27,7,856,2,55,12,657,N
4,23,7,601,0,56,0,929,N
10,16,1,655,1,45,5,185,N
8,20,7,635,3,166,20,135,N
1,23,1,938,3,16,261,402,N
1,24,2,1610,0,46,11,1041,N
10,9,1,2105,10,39,38,426,N
8,10,3,1220,6,0,171,302,N
2,22,3,831,1,67,12,1208,N
12,15,5,1544,4,11,91,1235,N
3,25,6,1129,19,56,88,1185,N
2,14,2,1645,11,11,12,1222,N
9,12,2,851,3,151,34,839,N
1,16,1,1755,12,138,13,952,N
12,31,7,900,12,160,13,449,N
5,30,2,1147,2,60,66,446,N
8,25,5,1640,1,27,105,214,Y
5,12,4,521,3,176,37,78,N
4,2,7,1402,11,67,12,1208,N
11,15,3,1356,0,34,61,2342,N
9,14,4,901,8,32,9,697,N
2,12,7,1933,8,72,28,859,N
4,21,4,1433,6,0,88,946,N
1,2,7,759,1,27,88,185,N
7,24,1,1157,2,51,71,984,N
2,20,1,1457,9,23,55,1723,N
3,13,1,1946,2,92,138,544,Y
8,28,1,1210,5,66,116,56,N
1,17,2,1654,8,239,267,183,N
9,4,7,2009,10,12,128,309,N
5,3,3,952,8,72,31,762,N
10,11,3,931,0,7,11,334,N
1,26,3,1259,0,23,28,1726,N
8,7,7,700,6,34,48,2475,N
9,22,5,1813,8,30,54,1449,N
11,11,5,1855,10,34,55,109,N
12,2,5,1341,6,9,6,661,N
8,15,1,1108,6,57,13,595,N
8,31,3,1424,6,23,13,606,N
10,14,5,1710,20,21,13,581,N
5,18,3,1852,9,3,50,1290,N
10,7,6,1309,1,3,51,1337,N
6,27,2,1231,10,23,122,738,N
8,10,3,818,0,47,0,1302,N
11,26,7,1720,5,7,34,991,N
2,21,1,1401,3,28,24,550,Y
12,12,1,1050,3,34,73,47,N
7,19,3,1132,6,63,13,1919,N
1,10,1,1025,2,181,35,533,N
10,18,3,1906,9,23,127,622,Y
2,22,3,1703,5,7,104,228,N
5,15,1,2209,1,47,88,280,Y
5,6,6,1000,4,11,64,2298,N
6,15,3,1925,4,191,41,233,N
5,19,4,1438,2,101,2,245,N
1,13,5,529,10,107,0,364,N
11,6,1,728,9,51,37,1635,N
11,27,1,1403,1,47,11,678,Y
2,7,1,1458,7,82,251,342,N
4,29,5,1401,9,23,29,678,N
4,3,7,821,0,32,11,1829,N
11,30,4,1955,10,12,96,304,Y
9,28,3,815,13,19,205,442,N
9,12,2,1341,7,82,112,1078,Y
11,7,2,1536,0,90,61,674,N
2,19,7,2324,9,28,30,2419,N
7,29,6,613,8,34,9,954,N
8,9,2,615,12,169,13,377,N
5,1,1,1255,4,11,42,345,N
7,29,6,2214,20,0,71,669,Y
12,25,7,149,19,101,48,264,Y
3,24,4,2048,10,12,212,228,N
11,19,6,1605,7,227,6,612,N
5,11,3,1835,20,67,13,547,N
11,10,5,737,3,250,11,654,N
11,3,5,1702,3,37,34,866,N
12,24,7,512,1,45,51,728,N
10,31,1,1009,9,23,10,1829,N
4,6,4,1804,9,63,37,372,N
10,18,2,1051,9,23,30,589,N
2,20,1,719,5,7,105,931,N
6,23,4,1717,9,53,37,2398,Y
5,7,6,1100,2,84,35,284,N
9,26,2,1651,0,37,0,175,N
10,8,6,1246,8,30,68,671,N
2,23,4,1311,0,12,127,1217,Y
2,4,5,1808,7,39,22,289,N
10,4,3,1803,4,16,24,630,N
10,3,2,625,19,39,77,1597,N
12,26,2,825,14,51,51,913,N
5,2,2,1634,0,12,10,1438,N
4,14,4,733,1,88,51,168,N
7,14,4,800,4,11,107,223,N
3,17,5,802,1,60,51,529,N
8,20,7,1549,2,160,12,253,N
4,15,5,1858,5,7,11,334,N
9,26,2,2142,10,34,55,109,N
4,6,4,1510,7,27,66,461,Y
12,21,4,2158,1,17,105,331,Y
11,29,2,655,10,92,0,1021,N
4,3,1,2030,4,14,127,336,Y
7,15,5,2440,12,0,132,552,Y
11,1,2,1725,10,83,20,89,N
9,14,4,1141,10,32,28,342,N
10,10,1,830,4,11,17,256,N
10,23,7,2311,0,34,11,1745,N
4,21,4,1405,0,27,11,733,N
1,24,1,1310,2,51,113,929,N
10,26,3,1650,4,15,127,159,N
3,7,1,1815,0,23,97,177,N
7,27,4,1215,19,39,1,944,Y
10,16,7,1933,3,122,37,191,N
7,12,3,1329,14,10,102,493,N
8,23,2,2110,12,197,13,273,Y
8,27,6,2108,13,19,36,372,N
1,6,5,1031,5,34,27,1979,N
11,15,2,619,2,93,12,427,N
11,5,6,1400,9,86,30,758,N
1,4,2,1737,2,2,2,416,N
11,14,2,917,0,12,13,732,N
7,10,7,1654,1,47,52,279,N
2,15,2,1312,1,47,111,198,N
2,28,1,1500,4,10,20,370,N
8,26,5,2033,10,23,113,240,N
1,30,7,1530,4,66,39,229,Y
8,26,5,1022,13,113,30,631,N
11,6,7,1312,2,51,22,1201,N
7,11,2,623,4,55,127,588,N
4,30,6,1106,13,66,30,383,N
8,7,7,1312,18,10,42,601,N
4,2,7,1740,5,66,51,500,Y
12,21,4,1911,20,0,1,403,Y
7,17,1,1055,0,12,20,1235,N
9,17,6,1415,4,4,27,229,N
8,3,3,1626,4,76,82,670,N
3,24,5,1010,4,138,47,1204,N
4,2,7,1544,5,7,82,695,Y
11,1,3,1207,1,156,17,328,N
8,4,5,1116,4,42,31,2106,N
7,26,3,1031,4,35,55,446,N
4,13,3,1430,10,114,5,292,N
12,20,2,1315,12,137,34,541,N
5,5,4,937,1,21,51,631,N
5,5,5,1702,9,19,17,1956,N
1,15,7,1330,12,0,98,357,N
2,23,3,1441,6,0,37,2139,Y
8,9,2,1704,13,19,67,383,N
1,29,6,1040,3,28,18,1504,N
8,13,7,839,3,13,34,955,N
1,7,5,638,3,28,65,522,N
7,12,3,1242,3,158,11,763,Y
12,23,6,2043,20,0,1,403,Y
7,20,3,1158,10,12,156,772,N
11,28,1,819,10,222,0,691,Y
11,7,1,1540,7,48,6,307,N
6,18,6,1203,0,39,0,1391,N
7,25,1,1741,0,12,130,813,N
10,24,1,738,1,17,12,913,N
9,25,1,2219,4,11,68,407,N
9,19,1,1230,1,61,50,966,N
10,27,4,1500,2,136,2,317,N
8,11,4,1515,6,25,13,1891,N
2,9,3,1300,2,51,166,489,N
11,15,3,1025,11,7,12,1034,N
3,3,4,1500,4,131,31,1624,N
11,19,6,2243,3,34,210,135,N
10,24,2,1726,5,66,67,508,Y
12,28,4,1835,4,10,28,338,N
5,7,6,1506,10,107,0,364,N
7,25,1,1413,19,39,31,2248,Y
11,3,5,1405,6,0,133,425,N
1,29,6,1259,10,12,119,281,N
7,17,1,1512,5,7,9,1399,N
6,26,1,855,4,131,39,271,Y
11,28,1,1043,10,118,0,328,N
6,9,4,725,0,27,57,1076,N
10,4,3,935,2,1,35,319,N
12,26,1,1025,5,7,47,1307,N
3,24,4,800,4,63,26,404,N
4,13,4,1645,10,82,0,812,Y
10,14,5,1553,1,17,88,728,Y
5,15,1,1337,10,112,0,408,Y
10,22,7,1903,2,51,40,217,N
7,23,7,1645,2,92,103,694,N
5,16,1,1134,0,30,48,2421,N
6,12,1,1029,14,29,30,383,Y
4,4,1,1243,13,136,30,296,N
12,15,4,1050,6,39,1,944,N
7,18,1,639,9,21,11,1182,N
10,31,1,2236,3,16,83,188,N
11,3,5,1854,12,129,13,589,Y
11,28,1,1854,2,92,205,489,N
11,1,3,745,11,39,12,1417,N
11,29,2,1457,9,3,55,853,N
4,24,7,1626,6,0,35,745,Y
12,16,6,1111,5,7,257,144,N
2,27,1,851,5,132,16,872,N
11,16,3,1520,4,35,55,446,N
8,15,2,2244,6,32,13,2116,N
9,1,5,852,21,30,21,2677,N
4,7,5,2230,9,91,20,2486,N
2,26,7,2139,8,25,24,933,Y
3,24,5,622,2,129,12,438,N
3,25,6,854,6,11,13,1747,N
1,25,3,1545,4,48,20,1593,N
5,8,1,1213,8,30,10,697,Y
8,6,6,759,10,114,11,473,N
5,4,4,755,7,67,1,759,N
10,3,2,1724,6,86,34,1929,N
10,18,2,1753,6,0,1,403,N
4,2,7,1655,4,11,47,1984,Y
8,4,4,1958,7,113,6,614,N
6,12,7,815,13,19,138,418,N
8,22,1,1857,11,51,5,1416,N
2,2,3,918,3,16,10,585,N
5,5,4,1539,20,59,13,272,Y
3,15,2,1818,10,55,11,409,N
2,16,3,751,6,0,53,761,N
10,5,4,1541,0,3,0,641,N
2,4,6,1510,4,25,31,258,N
11,22,2,1837,0,12,31,1055,N
5,21,6,2031,11,51,0,224,N
7,11,2,1028,4,10,26,647,N
1,2,7,1655,6,5,13,332,N
4,10,7,1121,19,61,48,1074,N
10,7,6,652,2,29,12,838,N
7,6,4,1654,14,252,60,142,N
10,31,2,905,7,27,43,834,N
8,9,3,1033,4,86,17,1848,N
6,14,3,1327,3,220,34,150,N
12,10,7,1148,2,51,236,190,N
5,27,6,628,5,66,88,632,N
2,13,7,720,4,100,1,1073,N
4,21,4,1911,2,51,236,190,N
7,30,6,545,20,71,13,533,N
12,8,5,640,9,42,37,2457,N
11,24,4,1750,5,39,16,1028,N
10,6,5,1327,12,0,15,377,Y
2,3,4,1754,3,34,152,86,N
6,1,4,1807,4,69,80,332,Y
1,24,1,1648,10,33,11,552,N
5,3,2,837,15,3,105,1476,N
12,15,5,1710,2,232,12,301,Y
7,10,7,1309,13,19,122,247,N
4,6,4,1114,0,21,11,1182,N
5,2,2,624,20,21,13,581,N
7,8,6,1903,15,3,79,1224,N
6,15,4,1749,1,57,17,1972,Y
1,14,5,947,20,2,13,356,N
1,17,1,719,4,86,80,1552,N
11,20,1,1033,0,23,9,1721,N
4,13,4,1727,10,69,0,309,N
2,10,5,2000,4,144,31,223,N
4,20,3,2223,12,0,172,508,N
12,13,3,1325,10,217,11,130,N
12,5,1,1045,4,42,36,328,N
7,21,5,2049,1,47,43,742,Y
7,15,6,1201,9,151,60,472,N
11,29,3,2012,6,0,35,745,Y
3,25,5,900,10,2,48,426,N
1,7,6,936,2,114,35,282,N
7,25,1,620,9,114,11,473,N
6,17,5,2228,6,0,18,813,N
7,12,3,732,5,7,1,1310,N
3,31,4,850,4,48,4,342,N
4,6,4,1530,4,63,68,371,N
5,10,2,1020,7,13,6,505,N
12,28,4,647,4,48,17,1262,N
6,4,6,2038,3,16,207,150,N
12,3,7,634,15,34,60,862,N
12,9,6,1909,0,86,8,880,N
11,6,7,1510,20,27,172,288,N
3,4,5,2043,2,60,50,319,Y
9,30,5,1007,7,84,6,810,Y
8,24,3,1929,6,82,97,98,N
3,17,4,846,2,19,12,1190,N
7,15,6,1010,10,65,11,196,Y
6,22,3,725,2,51,40,217,N
3,23,4,912,15,3,10,948,Y
12,4,7,1333,3,107,11,438,N
11,2,3,719,0,25,0,1171,N
6,22,3,1012,12,182,13,151,N
10,19,4,1038,6,21,13,581,Y
6,30,4,710,8,201,9,1533,N
9,6,3,1034,9,25,60,853,N
10,11,2,2305,12,82,67,317,N
11,25,5,1609,5,4,16,349,N
5,11,4,1110,4,97,55,367,N
5,31,3,953,4,4,68,1844,N
11,20,7,611,6,120,13,852,N
4,14,5,1747,12,138,13,952,N
7,7,4,939,11,27,12,1416,Y
5,6,5,1940,7,82,243,583,N
3,22,2,2056,10,12,212,228,N
8,23,2,1422,0,9,0,1471,N
8,24,3,2225,3,28,102,158,N
12,12,1,1119,6,6,5,1035,N
5,16,1,1550,3,34,68,337,N
10,3,1,2138,6,0,149,191,N
10,31,1,1246,0,67,61,920,N
7,25,1,830,13,19,129,595,N
3,24,4,1039,10,23,16,334,N
4,29,5,1555,19,39,57,1069,Y
1,24,2,1322,6,72,13,2172,Y
1,22,7,1911,1,19,51,321,N
4,23,7,1927,6,86,37,2445,Y
6,21,2,1805,1,45,51,728,N
4,23,6,955,10,34,55,109,N
1,18,3,1831,12,227,13,247,N
5,5,5,1732,4,8,31,197,Y
8,3,3,1915,6,60,13,745,N
7,26,2,1700,4,35,55,446,N
3,24,4,2100,3,16,93,926,Y
8,4,4,1415,1,100,105,357,N
9,15,4,2106,10,12,33,158,Y
6,24,6,735,0,34,18,1242,N
2,3,5,1819,1,47,97,587,N
4,20,4,828,12,0,18,813,N
2,27,1,1640,6,0,144,134,N
8,24,3,1016,9,3,16,680,N
12,20,2,1634,12,0,79,528,N
7,25,1,1315,0,14,0,927,N
12,7,4,739,9,10,11,1440,N
7,9,7,613,15,48,60,770,N
1,9,7,846,5,19,16,908,N
4,14,5,1752,2,51,8,668,N
11,25,6,1306,2,120,35,143,N
7,7,4,1815,20,0,166,272,Y
4,20,3,1123,20,0,197,633,N
3,30,3,1251,10,65,11,196,N
1,5,4,1246,1,17,5,544,N
7,24,1,2028,6,27,105,214,N
7,15,5,707,5,7,12,1034,N
10,15,7,1707,6,113,13,270,N
7,17,7,1802,10,108,0,772,Y
7,15,6,1451,4,98,17,1489,N
10,24,2,753,9,34,11,1745,N
5,31,2,557,0,34,0,1235,N
10,7,5,754,9,101,11,528,N
8,25,4,1003,10,98,11,177,N
6,2,4,840,4,22,41,248,N
12,28,4,1154,20,98,13,432,N
6,29,4,1711,3,3,247,125,N
5,13,6,755,4,72,65,344,N
6,23,4,1352,5,27,27,501,N
7,18,2,1045,8,72,31,762,N
3,8,2,1333,5,66,22,529,N
7,15,5,2122,1,17,50,366,Y
6,8,4,1550,4,10,34,507,Y
5,25,4,833,5,30,21,2677,N
4,10,7,1821,5,98,16,503,N
3,2,3,1558,11,51,29,1324,N
5,30,1,1253,0,12,48,1391,N
3,4,5,1835,4,86,127,787,N
7,9,7,1457,9,34,37,337,N
6,4,6,1823,6,0,12,689,N
3,2,4,1355,3,66,11,235,Y
9,14,3,1937,13,19,31,2066,N
6,21,2,712,8,30,17,1107,N
8,17,3,1846,10,19,11,589,N
2,16,3,1110,4,156,17,328,N
12,8,4,942,18,10,8,1262,N
6,12,1,930,6,0,9,2182,N
10,6,4,815,0,28,88,2704,N
9,29,5,1458,2,60,137,642,Y
5,14,7,1147,8,275,275,213,N
5,18,3,1236,10,23,53,693,N
7,22,5,1204,0,55,0,631,N
2,13,7,1625,3,72,9,129,N
2,10,4,820,4,76,17,1020,N
10,2,1,1731,1,17,61,650,N
7,29,5,700,0,34,48,2475,N
8,5,6,1224,4,30,82,1977,N
9,8,5,2019,4,55,31,1588,N
8,14,1,1025,4,144,26,358,N
12,17,7,1914,9,23,106,137,N
2,18,5,1030,0,12,73,1189,N
8,14,1,542,2,160,12,253,N
5,24,3,713,1,27,57,1076,N
3,23,4,1921,11,92,35,404,N
8,25,4,1819,3,254,11,222,N
2,2,4,620,4,50,91,148,N
11,1,3,1310,14,192,11,160,N
4,3,1,635,4,37,91,419,N
1,10,2,1948,9,11,37,414,N
12,16,5,719,5,0,27,594,Y
8,3,4,1847,4,131,39,271,Y
11,7,1,1727,18,30,31,866,N
11,8,2,1354,0,53,37,2398,N
6,3,6,1403,10,64,0,313,N
12,15,5,1331,9,46,11,1041,N
5,29,7,1629,18,10,26,647,N
2,4,5,743,0,16,0,988,N
12,1,5,1300,7,46,6,1024,Y
4,4,1,1720,4,11,97,1591,N
12,3,7,1917,12,99,6,404,Y
4,24,7,1457,9,51,60,861,N
9,22,5,2248,14,23,263,213,Y
3,28,2,1519,9,19,11,589,Y
12,16,6,1647,9,23,55,1723,N
4,27,3,2205,12,0,239,147,N
5,12,4,1239,6,82,5,585,N
7,28,5,630,12,108,13,152,N
